id,predicted_x,predicted_y,gt_x,gt_y,error_px,roll_deg,pitch_deg,yaw_deg,R11,R12,R13,R21,R22,R23,R31,R32,R33,k1,k2,k3,k4,k5,k6,focal_length_35mm,principal_point_u,principal_point_v,skew,aspect_ratio
13,2565.8077697753906,327.14520263671875,2572.737996909418,286.93230982869864,40.80569563331236,-179.03161803578772,0.5217432786062782,-4.143989453779661,0.997344243832937,-0.0724063932106542,-0.00785961293771249,-0.0722602230475775,-0.997232022133815,0.0175143996761895,-0.00910601221286685,-0.0168999483172903,-0.999815719164513,-0.00358107962163451,-0.000194743500577904,1.89507401652447e-05,0.0,0.0,0.0,8.71407684544893,-0.00989493893467194,-0.00666678851792993,0.0,1.0
14,2582.4795532226562,604.6849060058594,2584.838215888012,569.5757778733969,35.188267473557346,179.94468427081938,0.3914763351074371,-4.7505294771925834,0.99654147561405,-0.0828108045779256,-0.00688897859831673,-0.0828154837839898,-0.996564819071731,-0.000396275349802269,-0.00683249782986901,0.000965418917238577,-0.999976192186454,-0.00647290686881156,0.000866096497594243,-0.000152642453171419,0.0,0.0,0.0,10.7071604168426,-0.0214142687253048,-0.070952408344847,0.0,1.0
15,2597.375244140625,883.6902465820312,2596.241077641025,852.7525582490489,30.958470457010105,179.2153293337125,0.39195070555793854,-4.878867582196652,0.996353419157827,-0.0849481167463352,-0.00798007479653293,-0.0850474450119167,-0.996291263920374,-0.0130632895125235,-0.0068407769626159,0.0136943381437005,-0.999882827571988,-0.00548239652337983,6.57607602075093e-05,-3.08694063448297e-07,0.0,0.0,0.0,11.1975150069417,-0.0306689597376942,-0.0862737818156383,0.0,1.0
16,2599.637939453125,1168.15625,2606.5499865059974,1134.3672486860305,34.488737353758744,178.47034348927616,0.5078483456222848,-4.52918819260886,0.99683807594729,-0.0787029377131357,-0.0109406552376051,-0.0789638432321755,-0.996540673593273,-0.0259113360572008,-0.00886350967226074,0.0266933225655232,-0.999604374103426,-0.00451732012909457,-5.77944349248388e-05,9.60368910965061e-06,0.0,0.0,0.0,10.0410861356955,-0.0214456762185186,-0.0883916952163225,0.0,1.0
17,2609.6292419433594,1450.2109375,2616.776583014871,1416.0004063649103,34.94917631271814,177.30624814128478,0.46483490242789693,-4.479498547471527,0.996912535115873,-0.0776359559451313,-0.0117497094997358,-0.0780998055962444,-0.995873504394105,-0.0462210299715718,-0.00811281052850307,0.0469959741923682,-0.99886213298685,-0.00559084555477446,-0.00093388527072982,0.000215286988029289,0.0,0.0,0.0,14.0282830398444,0.00866973182110501,-0.118752118780775,0.0,1.0
18,2621.6890258789062,1730.5205688476562,2628.0096664390294,1698.6168467858806,32.523806334519065,176.85497428817146,0.45969552321829443,-4.598680603643898,0.996748642912246,-0.0796164557515939,-0.0123839745699822,-0.080173390152684,-0.995314729543123,-0.0540445803566518,-0.00802311435921189,0.0548617273520947,-0.998461727112223,-0.00494399713761883,0.000217800695350411,-1.80034074448706e-05,0.0,0.0,0.0,8.79662759575299,0.0150126308712884,-0.119409263158727,0.0,1.0
19,2312.8062744140625,1862.8289184570312,2310.17089099274,1888.8849163008854,26.188934102332453,178.50920241903938,-0.08258951422834086,178.5997753970078,-0.999700355406304,0.0244653161743568,-0.000804801216339343,0.0244360716573063,0.999362095106843,0.0260438335430773,0.00144145845172913,0.0260163634689647,-0.999660477877055,-0.00388718688470151,-0.000286679791681528,3.7256001130891e-05,0.0,0.0,0.0,9.59788811831148,-0.00125632953958858,-0.0173398031482324,0.0,1.0
20,2301.381866455078,1577.8152770996094,2300.8937278727535,1596.0916791018099,18.282919608793115,179.38258094518127,-0.15686239775147842,179.76704844139576,-0.999987987115508,0.00409502572845672,-0.00269376854221777,0.00406574525660923,0.999933554819066,0.0107868281906143,0.00273776189324859,0.0107757464330202,-0.999938192064203,-0.00428026008044489,-0.000340275331293909,5.47634486428124e-05,0.0,0.0,0.0,10.09558171687,-0.0206025868394058,-0.0747432506413376,0.0,1.0
21,2288.5160522460938,1298.22265625,2289.1510190459667,1314.7529833437875,16.54251784537486,-179.90018146603342,-0.18486647988683774,179.65542469392466,-0.999976710969959,0.00600830721173585,-0.0032369371561442,0.00601390605605281,0.99998043238377,-0.00172272560722598,0.00322652315231042,-0.00174215212258395,-0.999993277204567,-0.00508515874913919,7.20048102677859e-05,1.53419101349423e-06,0.0,0.0,0.0,9.63575218118108,-0.023651404616872,-0.0756019288912682,0.0,1.0
22,2278.2350463867188,1014.4729919433594,2278.064229133306,1032.9648010618985,18.49259806004957,-179.05492162806908,-0.15423869172672455,179.41212611344622,-0.999943740059159,0.0102143601811149,-0.00286069267690735,0.0102601177063776,0.999811790987583,-0.0164654968602126,0.00269196975327256,-0.0164939215559201,-0.999860342173123,-0.00421989041915186,-0.000148754534299688,1.68329837238124e-05,0.0,0.0,0.0,9.68538464628324,-0.0200647032555838,-0.0695299596872895,0.0,1.0
23,2265.368621826172,735.2138366699219,2267.377315548947,751.3237450830638,16.234654278787055,-178.34367662509095,-0.1809979396198423,179.3703884007934,-0.999934634428584,0.0108926798479572,-0.00347511091966439,0.0109885194307553,0.999522836672797,-0.028867826559783,0.00315900473155349,-0.0289041259216691,-0.999577196715596,-0.00375255887164509,-0.000225377419506933,2.79294274145611e-05,0.0,0.0,0.0,8.8511988990117,-0.025981678597343,-0.0716984275441298,0.0,1.0
24,2255.4102478027344,451.242919921875,2255.7354354579,467.9644588381052,16.724700617292775,-177.35813197551897,-0.14129255054600348,179.47995320480462,-0.999955768093831,0.00895309603188031,-0.00288165357384792,0.00907637661731616,0.998897038818192,-0.0460687011728019,0.00246601771615245,-0.0460928184394512,-0.998934117369575,-0.00400766080704415,-0.000689351520335967,0.000105370276750409,0.0,0.0,0.0,10.9742542163755,-0.0379029031627457,-0.0740505845145789,0.0,1.0
